,project_id,boro,managing_agcy,orig_bud_amt,city_plan_total,noncity_plan_total,starting_delta,ending_delta,total_cost,cost_delta,costStatus,startStatus,endStatus,city_pct,noncity_pct,majority_funder,budget_usage
6399,P-6CWCGDN,CITYWIDE,DEPT OF PARKS AND RECREATION,0,3900.0,0.0,0,0,3900.0,3900.0,Over Budget,On Time,On Time,1.0,0.0,city,3900.0
6400,P-6CWCMFT,CITYWIDE,DEPT OF PARKS AND RECREATION,14529,3442.0,0.0,0,0,3442.0,-11087.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.7630945006538646
6401,P-6CWCMVE,CITYWIDE,DEPT OF PARKS AND RECREATION,225,225.21,0.0,0,0,225.21,0.21000000000000796,Over Budget,On Time,On Time,1.0,0.0,city,0.0009333333333333687
6402,P-6CWFALM,CITYWIDE,DEPT OF PARKS AND RECREATION,59017,38046.0,0.0,0,0,38046.0,-20971.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.35533829235643966
6403,P-6CWGRNT,CITYWIDE,DEPT OF PARKS AND RECREATION,2019,1050.0,0.0,70,70,1050.0,-969.0,Under Budget,Late,Late,1.0,0.0,city,-0.4799405646359584
6404,P-6CWMARI,CITYWIDE,DEPT OF PARKS AND RECREATION,5000,2699.0,0.0,0,0,2699.0,-2301.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.4602
6405,P-6CWMINI,CITYWIDE,DEPT OF PARKS AND RECREATION,789,369.44,24429.9,11,11,24799.34,24010.34,Over Budget,Late,Late,0.014897170650509247,0.9851028293494908,non_city,30.431356147021546
6406,P-6CWNP,CITYWIDE,DEPT OF PARKS AND RECREATION,75750,1031.0,0.0,0,0,1031.0,-74719.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.9863894389438944
6407,P-6CWPLE1,CITYWIDE,DEPT OF PARKS AND RECREATION,2200,4152.0,0.0,67,68,4152.0,1952.0,Over Budget,Late,Late,1.0,0.0,city,0.8872727272727273
6408,P-6CWPLG1,CITYWIDE,DEPT OF PARKS AND RECREATION,1371,3623.0,0.0,-35,-35,3623.0,2252.0,Over Budget,Early,Early,1.0,0.0,city,1.6425966447848286
6409,P-6CWPOOL,CITYWIDE,DEPT OF PARKS AND RECREATION,18199,18825.0,0.0,0,0,18825.0,626.0,Over Budget,On Time,On Time,1.0,0.0,city,0.034397494367822405
6410,P-6CWR22C,CITYWIDE,DEPT OF PARKS AND RECREATION,9777,15206.0,0.0,0,0,15206.0,5429.0,Over Budget,On Time,On Time,1.0,0.0,city,0.5552828065868876
6411,P-6CWR22D,CITYWIDE,DEPT OF PARKS AND RECREATION,0,2223.0,0.0,32,33,2223.0,2223.0,Over Budget,Late,Late,1.0,0.0,city,2223.0
6412,P-6CWR23C,CITYWIDE,DEPT OF PARKS AND RECREATION,15467,9807.0,0.0,0,0,9807.0,-5660.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.3659403892157497
6413,P-6CWRDIO,CITYWIDE,DEPT OF PARKS AND RECREATION,4871,4871.0,0.0,0,0,4871.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6414,P-6CWREWA,CITYWIDE,DEPT OF PARKS AND RECREATION,12269,15743.0,0.0,-35,-35,15743.0,3474.0,Over Budget,Early,Early,1.0,0.0,city,0.2831526611785802
6415,P-6CWROOF,CITYWIDE,DEPT OF PARKS AND RECREATION,18524,14985.0,0.0,0,0,14985.0,-3539.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.19104944936298857
6416,P-6CWRPZ1,CITYWIDE,DEPT OF PARKS AND RECREATION,2080,1641.0,0.0,0,0,1641.0,-439.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.2110576923076923
6417,P-6CWRWAL,CITYWIDE,DEPT OF PARKS AND RECREATION,5000,42975.0,0.0,0,0,42975.0,37975.0,Over Budget,On Time,On Time,1.0,0.0,city,7.595
6418,P-6CWRWXM,CITYWIDE,DEPT OF PARKS AND RECREATION,2210,2210.0,0.0,0,0,2210.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6419,P-6CWSSPE,CITYWIDE,DEPT OF PARKS AND RECREATION,158690,17878.22,0.0,212,212,17878.22,-140811.78,Under Budget,Late,Late,1.0,0.0,city,-0.8873387106938055
6420,P-6CWSTF,CITYWIDE,DEPT OF PARKS AND RECREATION,101548,1310.0,0.0,82,82,1310.0,-100238.0,Under Budget,Late,Late,1.0,0.0,city,-0.987099696695159
6421,P-6CWSTF2,CITYWIDE,DEPT OF PARKS AND RECREATION,9950,9950.0,0.0,0,0,9950.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6422,P-6CWTEL1,CITYWIDE,DEPT OF PARKS AND RECREATION,1700,1700.0,0.0,0,0,1700.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6423,P-6CWWALK,CITYWIDE,DEPT OF PARKS AND RECREATION,109368,9356.0,0.0,0,0,9356.0,-100012.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.9144539536244606
6424,P-6CYANK4,BRONX,DEPT OF PARKS AND RECREATION,360,302.0,0.0,0,0,302.0,-58.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.16111111111111112
6425,P-6DBLDG3,CITYWIDE,DEPT OF PARKS AND RECREATION,554,542.0,0.0,0,0,542.0,-12.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.021660649819494584
6426,P-6DEERFE,CITYWIDE,DEPT OF PARKS AND RECREATION,356,730.0,0.0,0,0,730.0,374.0,Over Budget,On Time,On Time,1.0,0.0,city,1.050561797752809
6427,P-6DTREE7,CITYWIDE,DEPT OF PARKS AND RECREATION,633,692.04,0.0,117,120,692.04,59.039999999999964,Over Budget,Late,Late,1.0,0.0,city,0.09327014218009473
6428,P-6EABTRA,CITYWIDE,DEPT OF PARKS AND RECREATION,345,1234.0,0.0,0,0,1234.0,889.0,Over Budget,On Time,On Time,1.0,0.0,city,2.5768115942028986
6429,P-6EABTRB,CITYWIDE,DEPT OF PARKS AND RECREATION,894,1649.0,0.0,0,0,1649.0,755.0,Over Budget,On Time,On Time,1.0,0.0,city,0.8445190156599552
6430,P-6EABTRE,CITYWIDE,DEPT OF PARKS AND RECREATION,7934,4156.0,0.0,0,0,4156.0,-3778.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.47617847239727756
6431,P-6EABTRS,CITYWIDE,DEPT OF PARKS AND RECREATION,307,307.0,0.0,0,0,307.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6432,P-6ELBR15,CITYWIDE,DEPT OF PARKS AND RECREATION,205,170.0,0.0,0,0,170.0,-35.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.17073170731707318
6433,P-6ELUT15,CITYWIDE,DEPT OF PARKS AND RECREATION,1336,2501.0,3995.0,32,33,6496.0,5160.0,Over Budget,Late,Late,0.38500615763546797,0.614993842364532,non_city,3.8622754491017965
6434,P-6ENVLP1,BRONX,DEPT OF PARKS AND RECREATION,8221,8221.0,0.0,0,0,8221.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6435,P-6ENVTST,CITYWIDE,DEPT OF PARKS AND RECREATION,0,320.0,0.0,67,68,320.0,320.0,Over Budget,Late,Late,1.0,0.0,city,320.0
6436,P-6EQU22S,CITYWIDE,DEPT OF PARKS AND RECREATION,375485,425445.0,0.0,0,0,425445.0,49960.0,Over Budget,On Time,On Time,1.0,0.0,city,0.1330545827396567
6437,P-6ETREE6,CITYWIDE,DEPT OF PARKS AND RECREATION,788,721.0,0.0,129,132,721.0,-67.0,Under Budget,Late,Late,1.0,0.0,city,-0.0850253807106599
6438,P-6FACD21,CITYWIDE,DEPT OF PARKS AND RECREATION,2490,1914.0,0.0,0,0,1914.0,-576.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.23132530120481928
6439,P-6FLMMUL,CITYWIDE,DEPT OF PARKS AND RECREATION,8451,8488.0,0.0,0,0,8488.0,37.0,Over Budget,On Time,On Time,1.0,0.0,city,0.004378180097029938
6440,P-6FNCE01,CITYWIDE,DEPT OF PARKS AND RECREATION,0,444.0,0.0,0,0,444.0,444.0,Over Budget,On Time,On Time,1.0,0.0,city,444.0
6441,P-6FOREST,CITYWIDE,DEPT OF PARKS AND RECREATION,7787,3927.0,0.0,0,0,3927.0,-3860.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.4956979581353538
6442,P-6GASBSI,CITYWIDE,DEPT OF PARKS AND RECREATION,1250,3905.0,0.0,26,27,3905.0,2655.0,Over Budget,Late,Late,1.0,0.0,city,2.124
6443,P-6GASBXQ,CITYWIDE,DEPT OF PARKS AND RECREATION,2100,1714.0,0.0,0,0,1714.0,-386.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.1838095238095238
6444,P-6GASMAN,CITYWIDE,DEPT OF PARKS AND RECREATION,1750,1522.0,0.0,14,15,1522.0,-228.0,Under Budget,Late,Late,1.0,0.0,city,-0.13028571428571428
6445,P-6GDRL15,CITYWIDE,DEPT OF PARKS AND RECREATION,901,204.0,9799.0,23,26,10003.0,9102.0,Over Budget,Late,Late,0.020393881835449365,0.9796061181645507,non_city,10.102108768035515
6446,P-6GMBXGI,CITYWIDE,DEPT OF PARKS AND RECREATION,1937,1875.0,0.0,0,0,1875.0,-62.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.03200826019617966
6447,P-6GRST05,CITYWIDE,DEPT OF PARKS AND RECREATION,672,1191.0,0.0,0,0,1191.0,519.0,Over Budget,On Time,On Time,1.0,0.0,city,0.7723214285714286
6448,P-6GRST16,CITYWIDE,DEPT OF PARKS AND RECREATION,595,2656.0,0.0,0,0,2656.0,2061.0,Over Budget,On Time,On Time,1.0,0.0,city,3.4638655462184875
6449,P-6GTGDN1,CITYWIDE,DEPT OF PARKS AND RECREATION,46250,0.0,231250.0,0,0,231250.0,185000.0,Over Budget,On Time,On Time,0.0,1.0,non_city,4.0
6450,P-6GTGRDN,CITYWIDE,DEPT OF PARKS AND RECREATION,0,300.0,0.0,0,0,300.0,300.0,Over Budget,On Time,On Time,1.0,0.0,city,300.0
6451,P-6LIGHT1,CITYWIDE,DEPT OF PARKS AND RECREATION,1016,990.0,0.0,0,0,990.0,-26.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.025590551181102362
6452,P-6MSHVAC,CITYWIDE,DEPT OF PARKS AND RECREATION,650,5884.0,0.0,0,0,5884.0,5234.0,Over Budget,On Time,On Time,1.0,0.0,city,8.052307692307693
6453,P-6NCRC15,CITYWIDE,DEPT OF PARKS AND RECREATION,620,705.0,0.0,0,0,705.0,85.0,Over Budget,On Time,On Time,1.0,0.0,city,0.13709677419354838
6454,P-6NRGF01,CITYWIDE,DEPT OF PARKS AND RECREATION,0,1110.0,0.0,0,0,1110.0,1110.0,Over Budget,On Time,On Time,1.0,0.0,city,1110.0
6455,P-6OLYMPL,CITYWIDE,DEPT OF PARKS AND RECREATION,2985,2559.0,0.0,0,0,2559.0,-426.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.14271356783919598
6456,P-6ORCAST,CITYWIDE,DEPT OF PARKS AND RECREATION,2990,2563.0,0.0,79,80,2563.0,-427.0,Under Budget,Late,Late,1.0,0.0,city,-0.142809364548495
6457,P-6PAVESI,RICHMOND,DEPT OF PARKS AND RECREATION,4500,4500.0,0.0,67,68,4500.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
6458,P-6PBBP15,CITYWIDE,DEPT OF PARKS AND RECREATION,483,679.0,0.0,0,0,679.0,196.0,Over Budget,On Time,On Time,1.0,0.0,city,0.4057971014492754
6459,P-6PBUT15,CITYWIDE,DEPT OF PARKS AND RECREATION,1016,864.23,0.0,0,0,864.23,-151.76999999999998,Under Budget,On Time,On Time,1.0,0.0,city,-0.1493799212598425
6460,P-6PDPLEL,CITYWIDE,DEPT OF PARKS AND RECREATION,1500,2493.0,0.0,0,0,2493.0,993.0,Over Budget,On Time,On Time,1.0,0.0,city,0.662
6461,P-6PDPLGC,CITYWIDE,DEPT OF PARKS AND RECREATION,2728,1129.0,0.0,0,0,1129.0,-1599.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.5861436950146628
6462,P-6PDPLPB,CITYWIDE,DEPT OF PARKS AND RECREATION,1637,2096.0,0.0,0,0,2096.0,459.0,Over Budget,On Time,On Time,1.0,0.0,city,0.2803909590714722
6463,P-6PDRFMN,CITYWIDE,DEPT OF PARKS AND RECREATION,1750,3518.44,0.0,0,0,3518.44,1768.44,Over Budget,On Time,On Time,1.0,0.0,city,1.0105371428571428
6464,P-6PDRFQX,CITYWIDE,DEPT OF PARKS AND RECREATION,1500,3452.25,0.0,0,0,3452.25,1952.25,Over Budget,On Time,On Time,1.0,0.0,city,1.3015
6465,P-6PKTR18,CITYWIDE,DEPT OF PARKS AND RECREATION,606,651.0,0.0,0,0,651.0,45.0,Over Budget,On Time,On Time,1.0,0.0,city,0.07425742574257425
6466,P-6PKTR23,CITYWIDE,DEPT OF PARKS AND RECREATION,1787,1704.0,1245.0,0,0,2949.0,1162.0,Over Budget,On Time,On Time,0.5778229908443541,0.422177009155646,city,0.6502518186905428
6467,P-6PKTREE,CITYWIDE,DEPT OF PARKS AND RECREATION,13524,10825.0,0.0,47,76,10825.0,-2699.0,Under Budget,Late,Late,1.0,0.0,city,-0.19957113280094646
6468,P-6PLAYFA,CITYWIDE,DEPT OF PARKS AND RECREATION,0,3800.0,0.0,0,0,3800.0,3800.0,Over Budget,On Time,On Time,1.0,0.0,city,3800.0
6469,P-6PLFLTR,CITYWIDE,DEPT OF PARKS AND RECREATION,3200,4469.0,0.0,32,33,4469.0,1269.0,Over Budget,Late,Late,1.0,0.0,city,0.3965625
6470,P-6PLHNGR,CITYWIDE,DEPT OF PARKS AND RECREATION,0,1755.0,0.0,0,0,1755.0,1755.0,Over Budget,On Time,On Time,1.0,0.0,city,1755.0
6471,P-6PNYCST,CITYWIDE,DEPT OF PARKS AND RECREATION,244790,2216.0,0.0,0,0,2216.0,-242574.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.9909473426202051
6472,P-6PNYDOT,CITYWIDE,DEPT OF PARKS AND RECREATION,20131,7886.0,0.0,0,0,7886.0,-12245.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.6082658586259997
6473,P-6PNYG05,CITYWIDE,DEPT OF PARKS AND RECREATION,769,769.08,0.0,0,0,769.08,0.08000000000004093,Over Budget,On Time,On Time,1.0,0.0,city,0.00010403120936286207
6474,P-6PNYR01,BROOKLYN,DEPT OF PARKS AND RECREATION,520,440.0,0.0,0,61,440.0,-80.0,Under Budget,On Time,Late,1.0,0.0,city,-0.15384615384615385
6475,P-6PNYR31,CITYWIDE,DEPT OF PARKS AND RECREATION,1100,1480.0,0.0,0,0,1480.0,380.0,Over Budget,On Time,On Time,1.0,0.0,city,0.34545454545454546
6476,P-6PNYR34,CITYWIDE,DEPT OF PARKS AND RECREATION,500,931.0,0.0,0,0,931.0,431.0,Over Budget,On Time,On Time,1.0,0.0,city,0.862
6477,P-6PNYR35,CITYWIDE,DEPT OF PARKS AND RECREATION,510,916.0,0.0,0,0,916.0,406.0,Over Budget,On Time,On Time,1.0,0.0,city,0.796078431372549
6478,P-6PNYR36,CITYWIDE,DEPT OF PARKS AND RECREATION,2005,2040.0,0.0,0,0,2040.0,35.0,Over Budget,On Time,On Time,1.0,0.0,city,0.017456359102244388
6479,P-6PNYR37,CITYWIDE,DEPT OF PARKS AND RECREATION,1411,1240.0,0.0,0,0,1240.0,-171.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.12119064493267187
6480,P-6PNYR38,CITYWIDE,DEPT OF PARKS AND RECREATION,900,900.0,0.0,0,0,900.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6481,P-6PNYR39,CITYWIDE,DEPT OF PARKS AND RECREATION,325,325.0,0.0,0,0,325.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6482,P-6PNYR40,CITYWIDE,DEPT OF PARKS AND RECREATION,325,325.0,0.0,-58,-58,325.0,0.0,On Target,Early,Early,1.0,0.0,city,1.0
6483,P-6PNYT24,CITYWIDE,DEPT OF PARKS AND RECREATION,377,286.0,0.0,0,0,286.0,-91.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.2413793103448276
6484,P-6PNYT25,CITYWIDE,DEPT OF PARKS AND RECREATION,842,842.0,0.0,0,0,842.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6485,P-6POGC15,CITYWIDE,DEPT OF PARKS AND RECREATION,901,1349.0,0.0,0,0,1349.0,448.0,Over Budget,On Time,On Time,1.0,0.0,city,0.4972253052164262
6486,P-6POL11A,CITYWIDE,DEPT OF PARKS AND RECREATION,500,1295.0,0.0,-13,-14,1295.0,795.0,Over Budget,Early,Early,1.0,0.0,city,1.59
6487,P-6POOL18,CITYWIDE,DEPT OF PARKS AND RECREATION,1529,6848.0,0.0,-11,-11,6848.0,5319.0,Over Budget,Early,Early,1.0,0.0,city,3.4787442773054282
6488,P-6POOL21,CITYWIDE,DEPT OF PARKS AND RECREATION,2010,2010.0,0.0,0,0,2010.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6489,P-6PREFA1,CITYWIDE,DEPT OF PARKS AND RECREATION,2698,2320.0,0.0,0,0,2320.0,-378.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.14010378057820608
6490,P-6PREFAB,CITYWIDE,DEPT OF PARKS AND RECREATION,3230,3502.0,0.0,0,0,3502.0,272.0,Over Budget,On Time,On Time,1.0,0.0,city,0.08421052631578947
6491,P-6PRKLOT,CITYWIDE,DEPT OF PARKS AND RECREATION,1500,2134.0,0.0,0,0,2134.0,634.0,Over Budget,On Time,On Time,1.0,0.0,city,0.4226666666666667
6492,P-6PVMNT1,CITYWIDE,DEPT OF PARKS AND RECREATION,1,3813.0,0.0,44,45,3813.0,3812.0,Over Budget,Late,Late,1.0,0.0,city,3812.0
6493,P-6PVMNT2,CITYWIDE,DEPT OF PARKS AND RECREATION,1,2889.0,0.0,44,45,2889.0,2888.0,Over Budget,Late,Late,1.0,0.0,city,2888.0
6494,P-6REC07B,CITYWIDE,DEPT OF PARKS AND RECREATION,916,858.42,0.0,0,0,858.42,-57.58000000000004,Under Budget,On Time,On Time,1.0,0.0,city,-0.06286026200873367
6495,P-6REC07D,CITYWIDE,DEPT OF PARKS AND RECREATION,1145,209.11,0.0,0,0,209.11,-935.89,Under Budget,On Time,On Time,1.0,0.0,city,-0.8173711790393013
6496,P-6REC11A,CITYWIDE,DEPT OF PARKS AND RECREATION,450,810.0,0.0,0,0,810.0,360.0,Over Budget,On Time,On Time,1.0,0.0,city,0.8
6497,P-6REC11B,CITYWIDE,DEPT OF PARKS AND RECREATION,250,963.0,0.0,-1,0,963.0,713.0,Over Budget,Early,On Time,1.0,0.0,city,2.852
6498,P-6REF20A,CITYWIDE,DEPT OF PARKS AND RECREATION,1065,1095.0,0.0,0,0,1095.0,30.0,Over Budget,On Time,On Time,1.0,0.0,city,0.028169014084507043
6499,P-6REF20B,CITYWIDE,DEPT OF PARKS AND RECREATION,1135,1225.0,0.0,0,0,1225.0,90.0,Over Budget,On Time,On Time,1.0,0.0,city,0.07929515418502203
6500,P-6REF20S,CITYWIDE,DEPT OF PARKS AND RECREATION,540,540.0,0.0,0,0,540.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6501,P-6REMT35,CITYWIDE,DEPT OF PARKS AND RECREATION,210,210.0,0.0,0,132,210.0,0.0,On Target,On Time,Late,1.0,0.0,city,1.0
6502,P-6REMT36,CITYWIDE,DEPT OF PARKS AND RECREATION,452,452.0,0.0,0,0,452.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6503,P-6REMT37,CITYWIDE,DEPT OF PARKS AND RECREATION,1013,1013.0,0.0,0,120,1013.0,0.0,On Target,On Time,Late,1.0,0.0,city,1.0
6504,P-6REQ1,CITYWIDE,DEPT OF PARKS AND RECREATION,23342,11007.0,0.0,0,0,11007.0,-12335.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.528446576985691
6505,P-6REQU,CITYWIDE,DEPT OF PARKS AND RECREATION,15000,110392.0,0.0,0,0,110392.0,95392.0,Over Budget,On Time,On Time,1.0,0.0,city,6.359466666666667
6506,P-6RETW11,CITYWIDE,DEPT OF PARKS AND RECREATION,1502,4244.08,0.0,-2,-2,4244.08,2742.08,Over Budget,Early,Early,1.0,0.0,city,1.825619174434088
6507,P-6RETW14,CITYWIDE,DEPT OF PARKS AND RECREATION,24853,29101.0,0.0,0,0,29101.0,4248.0,Over Budget,On Time,On Time,1.0,0.0,city,0.17092503923067637
6508,P-6RETW18,CITYWIDE,DEPT OF PARKS AND RECREATION,8081,13348.0,0.0,0,0,13348.0,5267.0,Over Budget,On Time,On Time,1.0,0.0,city,0.6517757703254548
6509,P-6RETW23,CITYWIDE,DEPT OF PARKS AND RECREATION,9000,17198.0,0.0,0,0,17198.0,8198.0,Over Budget,On Time,On Time,1.0,0.0,city,0.9108888888888889
6510,P-6RETWA2,CITYWIDE,DEPT OF PARKS AND RECREATION,2399,2891.0,0.0,0,0,2891.0,492.0,Over Budget,On Time,On Time,1.0,0.0,city,0.2050854522717799
6511,P-6RFMN14,CITYWIDE,DEPT OF PARKS AND RECREATION,1980,1882.0,0.0,0,0,1882.0,-98.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.049494949494949494
6512,P-6RFSB14,CITYWIDE,DEPT OF PARKS AND RECREATION,2590,2609.0,0.0,0,0,2609.0,19.0,Over Budget,On Time,On Time,1.0,0.0,city,0.007335907335907336
6513,P-6ROOF14,CITYWIDE,DEPT OF PARKS AND RECREATION,2590,2283.34,0.0,0,0,2283.34,-306.65999999999985,Under Budget,On Time,On Time,1.0,0.0,city,-0.11840154440154435
6514,P-6ROOF15,CITYWIDE,DEPT OF PARKS AND RECREATION,1041,1550.21,0.0,0,0,1550.21,509.21000000000004,Over Budget,On Time,On Time,1.0,0.0,city,0.48915465898174837
6515,P-6ROOF18,CITYWIDE,DEPT OF PARKS AND RECREATION,2151,2151.0,0.0,0,0,2151.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6516,P-6ROOF22,CITYWIDE,DEPT OF PARKS AND RECREATION,4166,4166.0,0.0,0,0,4166.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6517,P-6ROOF9A,CITYWIDE,DEPT OF PARKS AND RECREATION,2403,5839.0,0.0,0,0,5839.0,3436.0,Over Budget,On Time,On Time,1.0,0.0,city,1.429879317519767
6518,P-6ROOFQN,QUEENS,DEPT OF PARKS AND RECREATION,3774,3175.04,0.0,0,0,3175.04,-598.96,Under Budget,On Time,On Time,1.0,0.0,city,-0.158706942236354
6519,P-6RPZBKQ,CITYWIDE,DEPT OF PARKS AND RECREATION,1300,1311.0,0.0,0,0,1311.0,11.0,Over Budget,On Time,On Time,1.0,0.0,city,0.008461538461538461
6520,P-6SAFTY1,CITYWIDE,DEPT OF PARKS AND RECREATION,1150,2667.0,0.0,0,0,2667.0,1517.0,Over Budget,On Time,On Time,1.0,0.0,city,1.3191304347826087
6521,P-6SAFTY2,CITYWIDE,DEPT OF PARKS AND RECREATION,1150,2666.0,0.0,0,0,2666.0,1516.0,Over Budget,On Time,On Time,1.0,0.0,city,1.3182608695652174
6522,P-6SANDT1,CITYWIDE,DEPT OF PARKS AND RECREATION,0,2704.0,0.0,0,58,2704.0,2704.0,Over Budget,On Time,Late,1.0,0.0,city,2704.0
6523,P-6SEAWAL,CITYWIDE,DEPT OF PARKS AND RECREATION,12129,12505.0,0.0,0,0,12505.0,376.0,Over Budget,On Time,On Time,1.0,0.0,city,0.031000082447027785
6524,P-6SECBOL,CITYWIDE,DEPT OF PARKS AND RECREATION,33740,32815.0,0.0,70,70,32815.0,-925.0,Under Budget,Late,Late,1.0,0.0,city,-0.027415530527563722
6525,P-6SPCR15,CITYWIDE,DEPT OF PARKS AND RECREATION,2000,15286.0,0.0,68,68,15286.0,13286.0,Over Budget,Late,Late,1.0,0.0,city,6.643
6526,P-6SPT21A,CITYWIDE,DEPT OF PARKS AND RECREATION,532,0.0,2410.0,0,0,2410.0,1878.0,Over Budget,On Time,On Time,0.0,1.0,non_city,3.530075187969925
6527,P-6SRAPRS,CITYWIDE,DEPT OF PARKS AND RECREATION,1782,1528.0,0.0,0,0,1528.0,-254.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.1425364758698092
6528,P-6STFMAT,MANHATTAN,DEPT OF PARKS AND RECREATION,1111,1111.0,0.0,20,21,1111.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
6529,P-6STIMUB,CITYWIDE,DEPT OF PARKS AND RECREATION,1037,6112.0,0.0,0,0,6112.0,5075.0,Over Budget,On Time,On Time,1.0,0.0,city,4.893924783027965
6530,P-6STRMGI,CITYWIDE,DEPT OF PARKS AND RECREATION,4600,4600.0,0.0,0,0,4600.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6531,P-6STRUC1,CITYWIDE,DEPT OF PARKS AND RECREATION,1267,1708.0,0.0,11,11,1708.0,441.0,Over Budget,Late,Late,1.0,0.0,city,0.34806629834254144
6532,P-6STRUC2,CITYWIDE,DEPT OF PARKS AND RECREATION,700,700.0,0.0,0,0,700.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
6533,P-6STURF1,CITYWIDE,DEPT OF PARKS AND RECREATION,4771,4212.0,0.0,0,0,4212.0,-559.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.11716621253405994
6534,P-6STURF2,CITYWIDE,DEPT OF PARKS AND RECREATION,0,1260.0,0.0,0,0,1260.0,1260.0,Over Budget,On Time,On Time,1.0,0.0,city,1260.0
6535,P-6SUSTN1,CITYWIDE,DEPT OF PARKS AND RECREATION,0,2327.0,0.0,0,0,2327.0,2327.0,Over Budget,On Time,On Time,1.0,0.0,city,2327.0
6536,P-6SWK13A,CITYWIDE,DEPT OF PARKS AND RECREATION,900,842.0,0.0,0,0,842.0,-58.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.06444444444444444
6537,P-6TPSS21,CITYWIDE,DEPT OF PARKS AND RECREATION,654,286.0,6210.0,0,0,6496.0,5842.0,Over Budget,On Time,On Time,0.044027093596059115,0.9559729064039408,non_city,8.932721712538227
6538,P-6TRAI20,CITYWIDE,DEPT OF PARKS AND RECREATION,522,732.0,0.0,-11,-11,732.0,210.0,Over Budget,Early,Early,1.0,0.0,city,0.40229885057471265
6539,P-6TRBRSI,CITYWIDE,DEPT OF PARKS AND RECREATION,2964,2574.0,0.0,0,58,2574.0,-390.0,Under Budget,On Time,Late,1.0,0.0,city,-0.13157894736842105
6540,P-6TRBXMQ,CITYWIDE,DEPT OF PARKS AND RECREATION,2964,3354.0,0.0,0,0,3354.0,390.0,Over Budget,On Time,On Time,1.0,0.0,city,0.13157894736842105
6541,P-6TRDS22,CITYWIDE,DEPT OF PARKS AND RECREATION,2270,2396.0,0.0,0,0,2396.0,126.0,Over Budget,On Time,On Time,1.0,0.0,city,0.055506607929515416
6542,P-6TRE17A,CITYWIDE,DEPT OF PARKS AND RECREATION,1041,1518.0,0.0,0,0,1518.0,477.0,Over Budget,On Time,On Time,1.0,0.0,city,0.45821325648414984
6543,P-6TRE18A,CITYWIDE,DEPT OF PARKS AND RECREATION,3813,2908.0,0.0,0,129,2908.0,-905.0,Under Budget,On Time,Late,1.0,0.0,city,-0.23734592184631523
6544,P-6TRE19A,CITYWIDE,DEPT OF PARKS AND RECREATION,1142,958.0,0.0,0,0,958.0,-184.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.16112084063047286
