,project_id,boro,managing_agcy,orig_bud_amt,city_plan_total,noncity_plan_total,starting_delta,ending_delta,total_cost,cost_delta,costStatus,startStatus,endStatus,city_pct,noncity_pct,majority_funder,budget_usage
0,02200901,MANHATTAN,HEALTH AND HOSPITALS CORP,1329,1570.0,0.0,58,50,1570.0,241.0,Over Budget,Late,Late,1.0,0.0,city,0.18133935289691497
1,02201601,CITYWIDE,HEALTH AND HOSPITALS CORP,0,104661.0,0.0,59,155,104661.0,104661.0,Over Budget,Late,Late,1.0,0.0,city,104661.0
2,02201602,CITYWIDE,HEALTH AND HOSPITALS CORP,8768,58293.0,0.0,83,83,58293.0,49525.0,Over Budget,Late,Late,1.0,0.0,city,5.648380474452555
3,02201723,MANHATTAN,HEALTH AND HOSPITALS CORP,7501,7501.0,0.0,0,0,7501.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
4,02201801,BRONX,HEALTH AND HOSPITALS CORP,7638,7638.49,0.0,0,57,7638.49,0.4899999999997817,Over Budget,On Time,Late,1.0,0.0,city,6.415291961243541e-05
5,02201802,BRONX,HEALTH AND HOSPITALS CORP,840,840.45,0.0,-10,-11,840.45,0.4500000000000455,Over Budget,Early,Early,1.0,0.0,city,0.0005357142857143398
6,02201804,QUEENS,HEALTH AND HOSPITALS CORP,2874,2874.0,0.0,11,105,2874.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
7,02201805,MANHATTAN,HEALTH AND HOSPITALS CORP,866,866.45,0.0,23,23,866.45,0.4500000000000455,Over Budget,Late,Late,1.0,0.0,city,0.0005196304849885052
8,02201901,MANHATTAN,HEALTH AND HOSPITALS CORP,4403,30247.0,0.0,0,0,30247.0,25844.0,Over Budget,On Time,On Time,1.0,0.0,city,5.869634340222576
9,02202101,CITYWIDE,HEALTH AND HOSPITALS CORP,3554,3554.0,0.0,142,156,3554.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
10,022021PM,CITYWIDE,HEALTH AND HOSPITALS CORP,5000,5000.0,0.0,27,11,5000.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
11,11200912,MANHATTAN,HEALTH AND HOSPITALS CORP,577,577.0,0.0,3,0,577.0,0.0,On Target,Late,On Time,1.0,0.0,city,1.0
12,11201001,MANHATTAN,HEALTH AND HOSPITALS CORP,3200,3200.0,0.0,0,0,3200.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
13,11201601,MANHATTAN,HEALTH AND HOSPITALS CORP,2033,2033.36,0.0,0,0,2033.36,0.35999999999989996,Over Budget,On Time,On Time,1.0,0.0,city,0.00017707820954249875
14,11201705,MANHATTAN,HEALTH AND HOSPITALS CORP,886,4624.0,0.0,0,0,4624.0,3738.0,Over Budget,On Time,On Time,1.0,0.0,city,4.218961625282167
15,11201803,MANHATTAN,HEALTH AND HOSPITALS CORP,1046,1632.0,0.0,0,0,1632.0,586.0,Over Budget,On Time,On Time,1.0,0.0,city,0.5602294455066922
16,11201901,MANHATTAN,HEALTH AND HOSPITALS CORP,700,700.0,0.0,0,0,700.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
17,11201903,MANHATTAN,HEALTH AND HOSPITALS CORP,951,1122.0,0.0,0,0,1122.0,171.0,Over Budget,On Time,On Time,1.0,0.0,city,0.17981072555205047
18,11201904,MANHATTAN,HEALTH AND HOSPITALS CORP,796,1259.0,0.0,0,0,1259.0,463.0,Over Budget,On Time,On Time,1.0,0.0,city,0.5816582914572864
19,11202001,MANHATTAN,HEALTH AND HOSPITALS CORP,261,261.0,0.0,0,0,261.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
20,11202101,MANHATTAN,HEALTH AND HOSPITALS CORP,940,972.0,0.0,0,13,972.0,32.0,Over Budget,On Time,Late,1.0,0.0,city,0.03404255319148936
21,11202104,MANHATTAN,HEALTH AND HOSPITALS CORP,1100,3201.0,0.0,0,0,3201.0,2101.0,Over Budget,On Time,On Time,1.0,0.0,city,1.91
22,11202106,MANHATTAN,HEALTH AND HOSPITALS CORP,3533,4533.0,0.0,0,0,4533.0,1000.0,Over Budget,On Time,On Time,1.0,0.0,city,0.2830455703368242
23,11202201,MANHATTAN,HEALTH AND HOSPITALS CORP,6000,6000.0,0.0,0,0,6000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
24,11202202,MANHATTAN,HEALTH AND HOSPITALS CORP,3000,3000.0,0.0,0,0,3000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
25,11202204,MANHATTAN,HEALTH AND HOSPITALS CORP,1500,4852.0,0.0,0,0,4852.0,3352.0,Over Budget,On Time,On Time,1.0,0.0,city,2.2346666666666666
26,11202205,MANHATTAN,HEALTH AND HOSPITALS CORP,5000,5000.0,0.0,0,0,5000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
27,11202206,MANHATTAN,HEALTH AND HOSPITALS CORP,183000,232682.0,0.0,0,0,232682.0,49682.0,Over Budget,On Time,On Time,1.0,0.0,city,0.2714863387978142
28,11202209,BRONX,HEALTH AND HOSPITALS CORP,6166,18519.0,0.0,0,0,18519.0,12353.0,Over Budget,On Time,On Time,1.0,0.0,city,2.003405773597146
29,12201501,MANHATTAN,HEALTH AND HOSPITALS CORP,1000,1095.16,0.0,0,0,1095.16,95.16000000000008,Over Budget,On Time,On Time,1.0,0.0,city,0.09516000000000008
30,12201702,MANHATTAN,HEALTH AND HOSPITALS CORP,107,107.0,0.0,0,0,107.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
31,12201801,MANHATTAN,HEALTH AND HOSPITALS CORP,291,291.21,0.0,-211,-36,291.21,0.20999999999997954,Over Budget,Early,Early,1.0,0.0,city,0.0007216494845360121
32,12201802,MANHATTAN,HEALTH AND HOSPITALS CORP,89,89.0,0.0,0,0,89.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
33,12201804,MANHATTAN,HEALTH AND HOSPITALS CORP,196,196.0,0.0,0,0,196.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
34,12201901,MANHATTAN,HEALTH AND HOSPITALS CORP,130,130.0,0.0,0,0,130.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
35,12201902,MANHATTAN,HEALTH AND HOSPITALS CORP,248,382.0,0.0,5,2,382.0,134.0,Over Budget,Late,Late,1.0,0.0,city,0.5403225806451613
36,12201903,MANHATTAN,HEALTH AND HOSPITALS CORP,56,42.0,0.0,11,8,42.0,-14.0,Under Budget,Late,Late,1.0,0.0,city,-0.25
37,12202001,MANHATTAN,HEALTH AND HOSPITALS CORP,52,52.0,0.0,0,0,52.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
38,12202101,MANHATTAN,HEALTH AND HOSPITALS CORP,4300,4300.0,0.0,35,35,4300.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
39,12202201,MANHATTAN,HEALTH AND HOSPITALS CORP,2300,2300.0,0.0,0,0,2300.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
40,12202202,MANHATTAN,HEALTH AND HOSPITALS CORP,100,200.0,0.0,0,0,200.0,100.0,Over Budget,On Time,On Time,1.0,0.0,city,1.0
41,12202401,MANHATTAN,HEALTH AND HOSPITALS CORP,200,200.0,0.0,0,0,200.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
42,12202402,MANHATTAN,HEALTH AND HOSPITALS CORP,150,150.0,0.0,0,0,150.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
43,12202403,MANHATTAN,HEALTH AND HOSPITALS CORP,125,125.0,0.0,0,0,125.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
44,1250-RELO,MANHATTAN,DEPT ENVIRONMENTAL PROTECTION,0,1965.0,0.0,0,0,1965.0,1965.0,Over Budget,On Time,On Time,1.0,0.0,city,1965.0
45,125THPDIM,MANHATTAN,DEPT OF  SMALL BUSINESS SERVICES,1000,3835.0,347855.52,47,47,351690.52,350690.52,Over Budget,Late,Late,0.010904473626414496,0.9890955263735856,non_city,350.69052
46,126STDEPO,MANHATTAN,DEPT OF  SMALL BUSINESS SERVICES,30000,30000.0,0.0,0,0,30000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
47,13200571,MANHATTAN,HEALTH AND HOSPITALS CORP,3765,2914.0,0.0,0,0,2914.0,-851.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.2260292164674635
48,13200573,MANHATTAN,HEALTH AND HOSPITALS CORP,3500,1500.0,0.0,0,0,1500.0,-2000.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.5714285714285714
49,13200601,MANHATTAN,HEALTH AND HOSPITALS CORP,945,444.46,0.0,5,-6,444.46,-500.54,Under Budget,Late,Early,1.0,0.0,city,-0.5296719576719577
50,13201101,MANHATTAN,HEALTH AND HOSPITALS CORP,2500,3494.0,0.0,0,0,3494.0,994.0,Over Budget,On Time,On Time,1.0,0.0,city,0.3976
51,13201301,MANHATTAN,HEALTH AND HOSPITALS CORP,600,2474.0,0.0,-150,1,2474.0,1874.0,Over Budget,Early,Late,1.0,0.0,city,3.1233333333333335
52,13201401,MANHATTAN,HEALTH AND HOSPITALS CORP,3261,3253.0,0.0,0,0,3253.0,-8.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.0024532352039251764
53,13201501,MANHATTAN,HEALTH AND HOSPITALS CORP,300,800.2,0.0,0,0,800.2,500.20000000000005,Over Budget,On Time,On Time,1.0,0.0,city,1.6673333333333336
54,13201502,MANHATTAN,HEALTH AND HOSPITALS CORP,8300,19395.0,0.0,-4,-4,19395.0,11095.0,Over Budget,Early,Early,1.0,0.0,city,1.3367469879518072
55,13201602,MANHATTAN,HEALTH AND HOSPITALS CORP,15966,15967.0,0.0,0,0,15967.0,1.0,Over Budget,On Time,On Time,1.0,0.0,city,6.26330953275711e-05
56,13201603,MANHATTAN,HEALTH AND HOSPITALS CORP,28184,28184.0,0.0,0,0,28184.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
57,13201701,MANHATTAN,HEALTH AND HOSPITALS CORP,335,336.0,0.0,0,0,336.0,1.0,Over Budget,On Time,On Time,1.0,0.0,city,0.0029850746268656717
58,13201803,MANHATTAN,HEALTH AND HOSPITALS CORP,173,1989.0,0.0,0,0,1989.0,1816.0,Over Budget,On Time,On Time,1.0,0.0,city,10.497109826589595
59,13201901,MANHATTAN,HEALTH AND HOSPITALS CORP,450,450.0,0.0,0,0,450.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
60,13201902,MANHATTAN,HEALTH AND HOSPITALS CORP,176,176.0,0.0,0,0,176.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
61,13202001,MANHATTAN,HEALTH AND HOSPITALS CORP,5008,5885.0,0.0,0,0,5885.0,877.0,Over Budget,On Time,On Time,1.0,0.0,city,0.17511980830670926
62,13202101,MANHATTAN,HEALTH AND HOSPITALS CORP,150,150.0,0.0,0,0,150.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
63,13202102,MANHATTAN,HEALTH AND HOSPITALS CORP,866,866.0,0.0,0,0,866.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
64,13202103,MANHATTAN,HEALTH AND HOSPITALS CORP,3808,3808.0,0.0,0,0,3808.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
65,13202142,MANHATTAN,HEALTH AND HOSPITALS CORP,673,814.0,0.0,0,0,814.0,141.0,Over Budget,On Time,On Time,1.0,0.0,city,0.20950965824665677
66,13202201,MANHATTAN,HEALTH AND HOSPITALS CORP,6426,7936.0,0.0,0,0,7936.0,1510.0,Over Budget,On Time,On Time,1.0,0.0,city,0.23498288204170556
67,13202202,MANHATTAN,HEALTH AND HOSPITALS CORP,1745,1745.0,0.0,117,102,1745.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
68,13202244,MANHATTAN,HEALTH AND HOSPITALS CORP,344,344.0,0.0,0,0,344.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
69,13202246,MANHATTAN,HEALTH AND HOSPITALS CORP,99,110.0,0.0,0,0,110.0,11.0,Over Budget,On Time,On Time,1.0,0.0,city,0.1111111111111111
70,13202301,MANHATTAN,HEALTH AND HOSPITALS CORP,2878,2878.0,0.0,0,0,2878.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
71,1360-DCS,CITYWIDE,DEPT ENVIRONMENTAL PROTECTION,647,1079.0,0.0,0,5,1079.0,432.0,Over Budget,On Time,Late,1.0,0.0,city,0.6676970633693973
72,138BRIDGE,BRONX,DEPT ENVIRONMENTAL PROTECTION,370,370.0,0.0,0,0,370.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
73,1680LEXSP,MANHATTAN,DEPT OF  SMALL BUSINESS SERVICES,450,450.2,0.0,-2,-2,450.2,0.19999999999998863,Over Budget,Early,Early,1.0,0.0,city,0.0004444444444444192
74,18201801,MANHATTAN,HEALTH AND HOSPITALS CORP,91,91.0,0.0,0,0,91.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
75,18202001,MANHATTAN,HEALTH AND HOSPITALS CORP,1093,1093.0,0.0,150,133,1093.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
76,18202201,MANHATTAN,HEALTH AND HOSPITALS CORP,250,250.0,0.0,141,125,250.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
77,20201501,BRONX,HEALTH AND HOSPITALS CORP,92,92.0,0.0,152,146,92.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
78,20201801,BRONX,HEALTH AND HOSPITALS CORP,95,95.0,0.0,0,0,95.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
79,20202201,BRONX,HEALTH AND HOSPITALS CORP,508,508.0,0.0,0,0,508.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
80,21200603,BRONX,HEALTH AND HOSPITALS CORP,3722,3623.0,0.0,0,0,3623.0,-99.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.026598602901665772
81,21201601,BRONX,HEALTH AND HOSPITALS CORP,2034,4948.0,0.0,0,4,4948.0,2914.0,Over Budget,On Time,Late,1.0,0.0,city,1.432645034414946
82,21201703,BRONX,HEALTH AND HOSPITALS CORP,117,117.0,0.0,0,0,117.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
83,21201704,BRONX,HEALTH AND HOSPITALS CORP,905,905.0,0.0,0,0,905.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
84,21201751,BRONX,HEALTH AND HOSPITALS CORP,5575,5575.0,0.0,0,0,5575.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
85,21201803,BRONX,HEALTH AND HOSPITALS CORP,0,1310.0,0.0,0,0,1310.0,1310.0,Over Budget,On Time,On Time,1.0,0.0,city,1310.0
86,21201840,BRONX,HEALTH AND HOSPITALS CORP,3097,3210.0,0.0,0,0,3210.0,113.0,Over Budget,On Time,On Time,1.0,0.0,city,0.03648692282854375
87,21201901,BRONX,HEALTH AND HOSPITALS CORP,346,347.0,0.0,0,0,347.0,1.0,Over Budget,On Time,On Time,1.0,0.0,city,0.002890173410404624
88,21202001,BRONX,HEALTH AND HOSPITALS CORP,119,151.0,0.0,22,133,151.0,32.0,Over Budget,Late,Late,1.0,0.0,city,0.2689075630252101
89,21202002,BRONX,HEALTH AND HOSPITALS CORP,135,135.0,0.0,0,0,135.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
90,21202004,BRONX,HEALTH AND HOSPITALS CORP,500,4715.0,37500.0,11,11,42215.0,41715.0,Over Budget,Late,Late,0.1116901575269454,0.8883098424730546,non_city,83.43
91,21202101,BRONX,HEALTH AND HOSPITALS CORP,1547,1547.0,0.0,0,0,1547.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
92,21202108,BRONX,HEALTH AND HOSPITALS CORP,3663,3663.0,0.0,0,0,3663.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
93,21202109,BRONX,HEALTH AND HOSPITALS CORP,15000,17700.0,0.0,0,0,17700.0,2700.0,Over Budget,On Time,On Time,1.0,0.0,city,0.18
94,21202110,BRONX,HEALTH AND HOSPITALS CORP,15000,14183.0,0.0,0,0,14183.0,-817.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.05446666666666666
95,21202111,BRONX,HEALTH AND HOSPITALS CORP,15000,15000.0,0.0,0,0,15000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
96,21202112,BRONX,HEALTH AND HOSPITALS CORP,10000,10000.0,0.0,0,0,10000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
97,21202144,BRONX,HEALTH AND HOSPITALS CORP,2519,2519.0,0.0,0,0,2519.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
98,21202242,BRONX,HEALTH AND HOSPITALS CORP,622,622.0,0.0,0,0,622.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
99,21202247,BRONX,HEALTH AND HOSPITALS CORP,763,763.0,0.0,0,0,763.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
100,21202301,BRONX,HEALTH AND HOSPITALS CORP,10000,10000.0,0.0,0,0,10000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
101,21202303,BRONX,HEALTH AND HOSPITALS CORP,5717,5717.0,0.0,0,0,5717.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
102,22200601,BROOKLYN,HEALTH AND HOSPITALS CORP,1250,1239.0,0.0,-171,134,1239.0,-11.0,Under Budget,Early,Late,1.0,0.0,city,-0.0088
103,22200801,BROOKLYN,HEALTH AND HOSPITALS CORP,2100,2100.0,0.0,-5,0,2100.0,0.0,On Target,Early,On Time,1.0,0.0,city,1.0
104,22201610,BROOKLYN,HEALTH AND HOSPITALS CORP,3870,3871.0,0.0,-47,-47,3871.0,1.0,Over Budget,Early,Early,1.0,0.0,city,0.00025839793281653745
105,22201611,BROOKLYN,HEALTH AND HOSPITALS CORP,464,947.0,0.0,5,-6,947.0,483.0,Over Budget,Late,Early,1.0,0.0,city,1.040948275862069
106,22201901,BROOKLYN,HEALTH AND HOSPITALS CORP,634,1030.0,0.0,0,45,1030.0,396.0,Over Budget,On Time,Late,1.0,0.0,city,0.6246056782334385
107,22202001,BROOKLYN,HEALTH AND HOSPITALS CORP,154,328.0,0.0,-104,20,328.0,174.0,Over Budget,Early,Late,1.0,0.0,city,1.12987012987013
108,22202201,BROOKLYN,HEALTH AND HOSPITALS CORP,510,790.0,0.0,-23,0,790.0,280.0,Over Budget,Early,On Time,1.0,0.0,city,0.5490196078431373
109,22202202,BROOKLYN,HEALTH AND HOSPITALS CORP,1213,1256.0,0.0,11,11,1256.0,43.0,Over Budget,Late,Late,1.0,0.0,city,0.03544929925803792
110,22202203,BROOKLYN,HEALTH AND HOSPITALS CORP,147,147.0,0.0,0,0,147.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
111,22202301,BROOKLYN,HEALTH AND HOSPITALS CORP,288,288.0,0.0,23,112,288.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
112,22202302,BROOKLYN,HEALTH AND HOSPITALS CORP,375,375.0,0.0,0,0,375.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
113,22202304,BROOKLYN,HEALTH AND HOSPITALS CORP,782,782.0,0.0,0,0,782.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
114,22202401,BROOKLYN,HEALTH AND HOSPITALS CORP,250,250.0,0.0,0,0,250.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
115,23201501,BROOKLYN,HEALTH AND HOSPITALS CORP,150,150.0,0.0,0,0,150.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
116,23201601,BROOKLYN,HEALTH AND HOSPITALS CORP,1606,1606.0,0.0,0,0,1606.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
117,23201901,BROOKLYN,HEALTH AND HOSPITALS CORP,909,909.0,0.0,0,4,909.0,0.0,On Target,On Time,Late,1.0,0.0,city,1.0
118,23202001,BROOKLYN,HEALTH AND HOSPITALS CORP,100,100.0,0.0,0,121,100.0,0.0,On Target,On Time,Late,1.0,0.0,city,1.0
119,23202101,BROOKLYN,HEALTH AND HOSPITALS CORP,165,1961.0,0.0,0,0,1961.0,1796.0,Over Budget,On Time,On Time,1.0,0.0,city,10.884848484848485
120,24201502,BRONX,HEALTH AND HOSPITALS CORP,1200,1200.0,0.0,23,23,1200.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
121,24201610,BRONX,HEALTH AND HOSPITALS CORP,841,1240.08,0.0,1,195,1240.08,399.0799999999999,Over Budget,Late,Late,1.0,0.0,city,0.47453032104637327
122,24201901,BRONX,HEALTH AND HOSPITALS CORP,12448,12448.0,0.0,23,24,12448.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
123,24201920,BRONX,HEALTH AND HOSPITALS CORP,192,212.0,0.0,0,0,212.0,20.0,Over Budget,On Time,On Time,1.0,0.0,city,0.10416666666666667
124,24202001,BRONX,HEALTH AND HOSPITALS CORP,900,1795.0,0.0,0,0,1795.0,895.0,Over Budget,On Time,On Time,1.0,0.0,city,0.9944444444444445
125,24202102,BRONX,HEALTH AND HOSPITALS CORP,1562,3941.0,0.0,0,0,3941.0,2379.0,Over Budget,On Time,On Time,1.0,0.0,city,1.5230473751600513
126,24202104,BRONX,HEALTH AND HOSPITALS CORP,3600,3794.0,0.0,0,0,3794.0,194.0,Over Budget,On Time,On Time,1.0,0.0,city,0.05388888888888889
127,24202202,BRONX,HEALTH AND HOSPITALS CORP,502,502.0,0.0,0,0,502.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
128,24202204,BRONX,HEALTH AND HOSPITALS CORP,0,240001.0,0.0,0,0,240001.0,240001.0,Over Budget,On Time,On Time,1.0,0.0,city,240001.0
129,24202205,BRONX,HEALTH AND HOSPITALS CORP,9000,9000.0,0.0,0,0,9000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
130,24202206,BRONX,HEALTH AND HOSPITALS CORP,18000,18515.0,0.0,0,0,18515.0,515.0,Over Budget,On Time,On Time,1.0,0.0,city,0.02861111111111111
131,24202207,BRONX,HEALTH AND HOSPITALS CORP,16000,16674.0,0.0,0,0,16674.0,674.0,Over Budget,On Time,On Time,1.0,0.0,city,0.042125
132,24202208,BRONX,HEALTH AND HOSPITALS CORP,25000,25000.0,0.0,0,0,25000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
133,25201262,BRONX,HEALTH AND HOSPITALS CORP,7700,7729.0,0.0,0,0,7729.0,29.0,Over Budget,On Time,On Time,1.0,0.0,city,0.0037662337662337664
134,25201401,BRONX,HEALTH AND HOSPITALS CORP,1248,1248.06,0.0,0,0,1248.06,0.05999999999994543,Over Budget,On Time,On Time,1.0,0.0,city,4.807692307687935e-05
135,25201601,BRONX,HEALTH AND HOSPITALS CORP,11235,11235.37,0.0,0,0,11235.37,0.37000000000080036,Over Budget,On Time,On Time,1.0,0.0,city,3.293279928801071e-05
136,25201602,BRONX,HEALTH AND HOSPITALS CORP,9834,19615.0,0.0,0,0,19615.0,9781.0,Over Budget,On Time,On Time,1.0,0.0,city,0.9946105348789912
137,25201604,BRONX,HEALTH AND HOSPITALS CORP,335,335.0,0.0,24,24,335.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
138,25201701,BRONX,HEALTH AND HOSPITALS CORP,945,6303.0,0.0,0,0,6303.0,5358.0,Over Budget,On Time,On Time,1.0,0.0,city,5.66984126984127
139,25201801,BRONX,HEALTH AND HOSPITALS CORP,865,865.0,0.0,0,0,865.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
140,25201805,BRONX,HEALTH AND HOSPITALS CORP,411,411.0,0.0,0,0,411.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
141,25201806,BRONX,HEALTH AND HOSPITALS CORP,3900,5043.0,0.0,0,0,5043.0,1143.0,Over Budget,On Time,On Time,1.0,0.0,city,0.29307692307692307
142,25201807,BRONX,HEALTH AND HOSPITALS CORP,501,501.4,0.0,0,0,501.4,0.39999999999997726,Over Budget,On Time,On Time,1.0,0.0,city,0.0007984031936127291
143,25201901,BRONX,HEALTH AND HOSPITALS CORP,686,811.0,0.0,0,158,811.0,125.0,Over Budget,On Time,Late,1.0,0.0,city,0.18221574344023322
144,25201942,BRONX,HEALTH AND HOSPITALS CORP,2173,9049.0,0.0,0,0,9049.0,6876.0,Over Budget,On Time,On Time,1.0,0.0,city,3.16428900138058
145,25202001,BRONX,HEALTH AND HOSPITALS CORP,236,236.0,0.0,-5,-5,236.0,0.0,On Target,Early,Early,1.0,0.0,city,1.0
146,25202002,BRONX,HEALTH AND HOSPITALS CORP,500,500.0,0.0,0,0,500.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
147,25202003,BRONX,HEALTH AND HOSPITALS CORP,515,515.0,0.0,11,11,515.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
148,25202106,BRONX,HEALTH AND HOSPITALS CORP,4026,5616.0,0.0,0,0,5616.0,1590.0,Over Budget,On Time,On Time,1.0,0.0,city,0.3949329359165425
149,25202201,BRONX,HEALTH AND HOSPITALS CORP,3000,3000.0,0.0,0,0,3000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
150,25202202,BRONX,HEALTH AND HOSPITALS CORP,1200,1200.0,0.0,0,0,1200.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
151,25202203H,BRONX,HEALTH AND HOSPITALS CORP,5000,5000.0,0.0,0,0,5000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
152,25202204,BRONX,HEALTH AND HOSPITALS CORP,17650,17650.0,0.0,0,0,17650.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
153,26-STAB13,BROOKLYN,DEPT ENVIRONMENTAL PROTECTION,72340,18176.0,2362079.2,195,195,2380255.2,2307915.2,Over Budget,Late,Late,0.007636155988651972,0.992363844011348,non_city,31.903721316007744
154,26-STAB20,BROOKLYN,DEPT ENVIRONMENTAL PROTECTION,232200,200250.0,0.0,94,94,200250.0,-31950.0,Under Budget,Late,Late,1.0,0.0,city,-0.1375968992248062
155,26201101,BROOKLYN,HEALTH AND HOSPITALS CORP,23685,28147.0,0.0,-78,112,28147.0,4462.0,Over Budget,Early,Late,1.0,0.0,city,0.18838927591302512
156,26201402,BROOKLYN,HEALTH AND HOSPITALS CORP,966,966.0,0.0,-206,6,966.0,0.0,On Target,Early,Late,1.0,0.0,city,1.0
157,26201702,BROOKLYN,HEALTH AND HOSPITALS CORP,58,58.0,0.0,0,0,58.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
158,26201703,BROOKLYN,HEALTH AND HOSPITALS CORP,102,102.0,0.0,0,0,102.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
159,26201902,BROOKLYN,HEALTH AND HOSPITALS CORP,268,268.0,0.0,162,158,268.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
160,26202001,BROOKLYN,HEALTH AND HOSPITALS CORP,4541,4541.0,0.0,4,121,4541.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
161,26202101,BROOKLYN,HEALTH AND HOSPITALS CORP,1250,1250.0,0.0,32,32,1250.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
162,26202103,BROOKLYN,HEALTH AND HOSPITALS CORP,4000,5645.0,0.0,0,0,5645.0,1645.0,Over Budget,On Time,On Time,1.0,0.0,city,0.41125
163,26202104,BROOKLYN,HEALTH AND HOSPITALS CORP,17244,17244.0,0.0,0,0,17244.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
